Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
GT,Agriculture Total,12,Bahamas,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,32.9982,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,13,Bahrain,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,34.5802,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,16,Bangladesh,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,77885.75,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,14,Barbados,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,52.6837,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,57,Belarus,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,19703.3767,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,255,Belgium,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,8885.3194,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,23,Belize,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,415.7044,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,53,Benin,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,5693.5861,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,17,Bermuda,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,4.1308,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,18,Bhutan,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,452.017,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,19,Bolivia (Plurinational State of),7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,23897.322,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,80,Bosnia and Herzegovina,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,2736.9698,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,20,Botswana,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,7869.6937,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,21,Brazil,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,450668.4689,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,239,British Virgin Islands,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,8.1759,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,26,Brunei Darussalam,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,146.3392,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,27,Bulgaria,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,4917.7976,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,233,Burkina Faso,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,21112.7322,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,29,Burundi,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1831.8631,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,35,Cabo Verde,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,117.1189,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,115,Cambodia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,18661.5383,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,32,Cameroon,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,12704.8044,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,33,Canada,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,63156.5612,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,36,Cayman Islands,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,4.6086,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,37,Central African Republic,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,20149.0249,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,39,Chad,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,22354.9652,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,259,Channel Islands,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,40,Chile,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,13894.8881,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,351,China,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,691230.1222,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,96,"China, Hong Kong SAR",7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,83.5824,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,128,"China, Macao SAR",7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,3.4006,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,41,"China, mainland",7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,687257.8714,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,214,"China, Taiwan Province of",7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,3885.2679,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,44,Colombia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,50977.9214,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,45,Comoros,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,261.2101,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,46,Congo,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1553.1528,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,47,Cook Islands,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,14.459,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,48,Costa Rica,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,3611.8179,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,107,C̫te d'Ivoire,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,5715.8602,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,98,Croatia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,2730.7078,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,49,Cuba,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,10142.2459,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,50,Cyprus,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,376.4094,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,167,Czechia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,6758.5574,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,116,Democratic People's Republic of Korea,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,4428.796,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,250,Democratic Republic of the Congo,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,18991.5561,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,54,Denmark,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,9689.9345,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,72,Djibouti,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,651.206,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,55,Dominica,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,34.1269,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,56,Dominican Republic,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,7984.8376,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,58,Ecuador,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,11614.5209,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,59,Egypt,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,31000.0625,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,60,El Salvador,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,2383.0298,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,61,Equatorial Guinea,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,20.9691,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,178,Eritrea,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,4203.5481,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,63,Estonia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,2637.1026,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,238,Ethiopia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,100584.6773,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,65,Falkland Islands (Malvinas),7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,141.3419,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,64,Faroe Islands,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,24.3564,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,66,Fiji,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,888.9136,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,67,Finland,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,5471.6748,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,68,France,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,69352.6062,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,69,French Guiana,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,63.6166,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,70,French Polynesia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,36.5795,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,74,Gabon,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,420.3965,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,75,Gambia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1277.8015,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,73,Georgia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,2241.3174,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,79,Germany,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,58977.6277,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,81,Ghana,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,9922.4466,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,82,Gibraltar,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,0.0313,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,84,Greece,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,7312.7777,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,85,Greenland,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,4.6089,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,86,Grenada,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,14.4775,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,87,Guadeloupe,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,136.8164,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,88,Guam,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,4.1364,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,89,Guatemala,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,9105.6908,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,90,Guinea,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,15317.1879,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,175,Guinea-Bissau,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1662.8302,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,91,Guyana,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1826.4272,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,93,Haiti,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,3992.8925,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,94,Holy See,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,95,Honduras,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,5849.1096,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,97,Hungary,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,7306.4403,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,99,Iceland,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,463.1709,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,100,India,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,636070.5347,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,101,Indonesia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,169865.9428,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,102,Iran (Islamic Republic of),7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,34939.6371,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,103,Iraq,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,7956.0338,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,104,Ireland,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,21667.3835,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,264,Isle of Man,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1.7563,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,105,Israel,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1463.5474,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,106,Italy,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,29383.3937,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,109,Jamaica,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,595.2486,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,110,Japan,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,19569.8425,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,112,Jordan,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1325.2329,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,108,Kazakhstan,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,22319.4137,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,114,Kenya,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,42504.1733,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,83,Kiribati,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,8.3121,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,118,Kuwait,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,469.9507,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,113,Kyrgyzstan,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,4748.1486,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,120,Lao People's Democratic Republic,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,8564.7336,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,119,Latvia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,3251.7389,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,121,Lebanon,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,766.9577,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,122,Lesotho,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1268.9619,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,123,Liberia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,461.0477,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,124,Libya,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,2625.2873,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,125,Liechtenstein,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,17.8764,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,126,Lithuania,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,5128.0829,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,256,Luxembourg,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,591.9505,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,129,Madagascar,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,20489.4187,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,130,Malawi,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,5681.1143,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,131,Malaysia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,12532.911,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,132,Maldives,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1.5355,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,133,Mali,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,31056.1785,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,134,Malta,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,96.3714,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,127,Marshall Islands,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,135,Martinique,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,31.9837,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,136,Mauritania,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,8095.7992,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,137,Mauritius,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,135.6625,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,270,Mayotte,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,138,Mexico,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,89728.45,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,145,Micronesia (Federated States of),7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,56.3925,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,140,Monaco,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,141,Mongolia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,24492.5354,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,273,Montenegro,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,402.4048,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,142,Montserrat,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,21.0438,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,143,Morocco,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,13686.27,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,144,Mozambique,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,16522.1922,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,28,Myanmar,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,69297.559,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,147,Namibia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,8116.7845,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,148,Nauru,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1.223,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,149,Nepal,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,22132.4108,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,150,Netherlands,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,18674.6392,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,151,Netherlands Antilles (former),7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,8.6957,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,153,New Caledonia,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,205.0823,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,156,New Zealand,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,38617.5802,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,157,Nicaragua,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,9804.7355,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,158,Niger,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,25449.2916,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,159,Nigeria,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,67087.0061,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,160,Niue,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,1.2734,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,161,Norfolk Island,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,163,Northern Mariana Islands,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,0,A,"Aggregate, may include official, semi-official, estimated or calculated data"
GT,Agriculture Total,162,Norway,7231,Emissions (CO2eq),1711,Agriculture total,2016,2016,gigagrams,4765.1718,A,"Aggregate, may include official, semi-official, estimated or calculated data"
