Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
MK,Macro Indicators,8,Antigua and Barbuda,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,23.981085,XAM,Data from UNSD AMA
MK,Macro Indicators,9,Argentina,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,545866.1645,XAM,Data from UNSD AMA
MK,Macro Indicators,9,Argentina,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,34779.20773,XAM,Data from UNSD AMA
MK,Macro Indicators,1,Armenia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,10572.29943,XAM,Data from UNSD AMA
MK,Macro Indicators,1,Armenia,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,1685.209924,XAM,Data from UNSD AMA
MK,Macro Indicators,22,Aruba,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,2667.039106,XAM,Data from UNSD AMA
MK,Macro Indicators,22,Aruba,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,12.110146,XAM,Data from UNSD AMA
MK,Macro Indicators,10,Australia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1304463.105,XAM,Data from UNSD AMA
MK,Macro Indicators,10,Australia,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,30723.01998,XAM,Data from UNSD AMA
MK,Macro Indicators,11,Austria,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,390799.9912,XAM,Data from UNSD AMA
MK,Macro Indicators,11,Austria,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,4305.009706,XAM,Data from UNSD AMA
MK,Macro Indicators,52,Azerbaijan,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,37847.20407,XAM,Data from UNSD AMA
MK,Macro Indicators,52,Azerbaijan,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,2111.709247,XAM,Data from UNSD AMA
MK,Macro Indicators,12,Bahamas,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,11261.8,XAM,Data from UNSD AMA
MK,Macro Indicators,12,Bahamas,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,98.5,XAM,Data from UNSD AMA
MK,Macro Indicators,13,Bahrain,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,32179.0736,XAM,Data from UNSD AMA
MK,Macro Indicators,13,Bahrain,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,107.078335,XAM,Data from UNSD AMA
MK,Macro Indicators,16,Bangladesh,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,220836.7329,XAM,Data from UNSD AMA
MK,Macro Indicators,16,Bangladesh,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,31017.72897,XAM,Data from UNSD AMA
MK,Macro Indicators,14,Barbados,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,4552.793287,XAM,Data from UNSD AMA
MK,Macro Indicators,14,Barbados,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,64.057785,XAM,Data from UNSD AMA
MK,Macro Indicators,57,Belarus,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,47408.11118,XAM,Data from UNSD AMA
MK,Macro Indicators,57,Belarus,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,3242.990818,XAM,Data from UNSD AMA
MK,Macro Indicators,255,Belgium,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,467955.2674,XAM,Data from UNSD AMA
MK,Macro Indicators,255,Belgium,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,2887.055955,XAM,Data from UNSD AMA
MK,Macro Indicators,23,Belize,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1741.1,XAM,Data from UNSD AMA
MK,Macro Indicators,23,Belize,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,159.8218,XAM,Data from UNSD AMA
MK,Macro Indicators,53,Benin,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,8893.638002,XAM,Data from UNSD AMA
MK,Macro Indicators,53,Benin,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,1843.144925,XAM,Data from UNSD AMA
MK,Macro Indicators,17,Bermuda,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,6127.341,XAM,Data from UNSD AMA
MK,Macro Indicators,17,Bermuda,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,52.26,XAM,Data from UNSD AMA
MK,Macro Indicators,18,Bhutan,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,2212.642587,XAM,Data from UNSD AMA
MK,Macro Indicators,18,Bhutan,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,365.583333,XAM,Data from UNSD AMA
MK,Macro Indicators,19,Bolivia (Plurinational State of),6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,33806.39547,XAM,Data from UNSD AMA
MK,Macro Indicators,19,Bolivia (Plurinational State of),6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,3771.733887,XAM,Data from UNSD AMA
MK,Macro Indicators,80,Bosnia and Herzegovina,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,16909.90415,XAM,Data from UNSD AMA
MK,Macro Indicators,80,Bosnia and Herzegovina,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,1078.729562,XAM,Data from UNSD AMA
MK,Macro Indicators,20,Botswana,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,15566.05729,XAM,Data from UNSD AMA
MK,Macro Indicators,20,Botswana,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,311.289422,XAM,Data from UNSD AMA
MK,Macro Indicators,21,Brazil,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1795925.681,XAM,Data from UNSD AMA
MK,Macro Indicators,21,Brazil,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,77632.01144,XAM,Data from UNSD AMA
MK,Macro Indicators,239,British Virgin Islands,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,971.23711,XAM,Data from UNSD AMA
MK,Macro Indicators,239,British Virgin Islands,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,1.649779,XAM,Data from UNSD AMA
MK,Macro Indicators,26,Brunei Darussalam,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,11400.26688,XAM,Data from UNSD AMA
MK,Macro Indicators,26,Brunei Darussalam,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,137.21968,XAM,Data from UNSD AMA
MK,Macro Indicators,27,Bulgaria,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,53239.64349,XAM,Data from UNSD AMA
MK,Macro Indicators,27,Bulgaria,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,2158.784531,XAM,Data from UNSD AMA
MK,Macro Indicators,233,Burkina Faso,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,11695.11711,XAM,Data from UNSD AMA
MK,Macro Indicators,233,Burkina Faso,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,3231.82731,XAM,Data from UNSD AMA
MK,Macro Indicators,29,Burundi,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,2873.699606,XAM,Data from UNSD AMA
MK,Macro Indicators,29,Burundi,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,1029.556173,XAM,Data from UNSD AMA
MK,Macro Indicators,35,Cabo Verde,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1638.928099,XAM,Data from UNSD AMA
MK,Macro Indicators,35,Cabo Verde,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,132.168323,XAM,Data from UNSD AMA
MK,Macro Indicators,115,Cambodia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,20016.74786,XAM,Data from UNSD AMA
MK,Macro Indicators,115,Cambodia,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,4952.67675,XAM,Data from UNSD AMA
MK,Macro Indicators,32,Cameroon,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,32217.07382,XAM,Data from UNSD AMA
MK,Macro Indicators,32,Cameroon,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,4938.857753,XAM,Data from UNSD AMA
MK,Macro Indicators,33,Canada,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1529760.492,XAM,Data from UNSD AMA
MK,Macro Indicators,33,Canada,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,24251.7232,XAM,Data from UNSD AMA
MK,Macro Indicators,36,Cayman Islands,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,3844.080626,XAM,Data from UNSD AMA
MK,Macro Indicators,36,Cayman Islands,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,13.714321,XAM,Data from UNSD AMA
MK,Macro Indicators,37,Central African Republic,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1810.38874,XAM,Data from UNSD AMA
MK,Macro Indicators,37,Central African Republic,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,567.848281,XAM,Data from UNSD AMA
MK,Macro Indicators,39,Chad,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,11267.29577,XAM,Data from UNSD AMA
MK,Macro Indicators,39,Chad,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,2868.749327,XAM,Data from UNSD AMA
MK,Macro Indicators,40,Chile,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,247045.7305,XAM,Data from UNSD AMA
MK,Macro Indicators,40,Chile,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,9715.061829,XAM,Data from UNSD AMA
MK,Macro Indicators,96,"China, Hong Kong SAR",6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,320912.2355,XAM,Data from UNSD AMA
MK,Macro Indicators,96,"China, Hong Kong SAR",6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,207.429277,XAM,Data from UNSD AMA
MK,Macro Indicators,128,"China, Macao SAR",6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,44802.64183,XAM,Data from UNSD AMA
MK,Macro Indicators,41,"China, mainland",6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,11218281.03,XAM,Data from UNSD AMA
MK,Macro Indicators,41,"China, mainland",6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,992770.2627,XAM,Data from UNSD AMA
MK,Macro Indicators,44,Colombia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,282462.5514,XAM,Data from UNSD AMA
MK,Macro Indicators,44,Colombia,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,18410.53043,XAM,Data from UNSD AMA
MK,Macro Indicators,45,Comoros,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1186.916831,XAM,Data from UNSD AMA
MK,Macro Indicators,45,Comoros,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,495.574708,XAM,Data from UNSD AMA
MK,Macro Indicators,46,Congo,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,7778.081883,XAM,Data from UNSD AMA
MK,Macro Indicators,46,Congo,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,696.776751,XAM,Data from UNSD AMA
MK,Macro Indicators,47,Cook Islands,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,290.194195,XAM,Data from UNSD AMA
MK,Macro Indicators,47,Cook Islands,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,23.895219,XAM,Data from UNSD AMA
MK,Macro Indicators,48,Costa Rica,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,57435.51067,XAM,Data from UNSD AMA
MK,Macro Indicators,48,Costa Rica,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,2899.636687,XAM,Data from UNSD AMA
MK,Macro Indicators,107,C̫te d'Ivoire,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,36767.79021,XAM,Data from UNSD AMA
MK,Macro Indicators,107,C̫te d'Ivoire,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,6885.571234,XAM,Data from UNSD AMA
MK,Macro Indicators,98,Croatia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,51231.00261,XAM,Data from UNSD AMA
MK,Macro Indicators,98,Croatia,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,1746.353947,XAM,Data from UNSD AMA
MK,Macro Indicators,49,Cuba,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,89688.7,XAM,Data from UNSD AMA
MK,Macro Indicators,49,Cuba,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,3435.636534,XAM,Data from UNSD AMA
MK,Macro Indicators,279,Cura̤ao,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,3121.449966,XAM,Data from UNSD AMA
MK,Macro Indicators,279,Cura̤ao,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,11.843563,XAM,Data from UNSD AMA
MK,Macro Indicators,50,Cyprus,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,20046.23431,XAM,Data from UNSD AMA
MK,Macro Indicators,50,Cyprus,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,364.698218,XAM,Data from UNSD AMA
MK,Macro Indicators,167,Czechia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,195305.0849,XAM,Data from UNSD AMA
MK,Macro Indicators,167,Czechia,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,4308.852663,XAM,Data from UNSD AMA
MK,Macro Indicators,116,Democratic People's Republic of Korea,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,16788.60183,XAM,Data from UNSD AMA
MK,Macro Indicators,116,Democratic People's Republic of Korea,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,3642.282082,XAM,Data from UNSD AMA
MK,Macro Indicators,250,Democratic Republic of the Congo,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,40337.49261,XAM,Data from UNSD AMA
MK,Macro Indicators,250,Democratic Republic of the Congo,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,7772.422617,XAM,Data from UNSD AMA
MK,Macro Indicators,54,Denmark,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,306899.6534,XAM,Data from UNSD AMA
MK,Macro Indicators,54,Denmark,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,2457.619194,XAM,Data from UNSD AMA
MK,Macro Indicators,72,Djibouti,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1891.520369,XAM,Data from UNSD AMA
MK,Macro Indicators,72,Djibouti,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,55.699977,XAM,Data from UNSD AMA
MK,Macro Indicators,55,Dominica,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,581.484032,XAM,Data from UNSD AMA
MK,Macro Indicators,55,Dominica,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,88.098953,XAM,Data from UNSD AMA
MK,Macro Indicators,56,Dominican Republic,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,71583.58517,XAM,Data from UNSD AMA
MK,Macro Indicators,56,Dominican Republic,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,4021.000447,XAM,Data from UNSD AMA
MK,Macro Indicators,58,Ecuador,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,98010.21262,XAM,Data from UNSD AMA
MK,Macro Indicators,58,Ecuador,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,8871.601432,XAM,Data from UNSD AMA
MK,Macro Indicators,59,Egypt,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,270143.8134,XAM,Data from UNSD AMA
MK,Macro Indicators,59,Egypt,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,31806.99242,XAM,Data from UNSD AMA
MK,Macro Indicators,60,El Salvador,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,26797.46966,XAM,Data from UNSD AMA
MK,Macro Indicators,60,El Salvador,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,2713.083,XAM,Data from UNSD AMA
MK,Macro Indicators,61,Equatorial Guinea,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,10677.94057,XAM,Data from UNSD AMA
MK,Macro Indicators,61,Equatorial Guinea,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,270.743319,XAM,Data from UNSD AMA
MK,Macro Indicators,178,Eritrea,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,5413.804303,XAM,Data from UNSD AMA
MK,Macro Indicators,178,Eritrea,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,907.627897,XAM,Data from UNSD AMA
MK,Macro Indicators,63,Estonia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,23337.92056,XAM,Data from UNSD AMA
MK,Macro Indicators,63,Estonia,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,514.581774,XAM,Data from UNSD AMA
MK,Macro Indicators,238,Ethiopia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,70314.56087,XAM,Data from UNSD AMA
MK,Macro Indicators,238,Ethiopia,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,24146.7194,XAM,Data from UNSD AMA
MK,Macro Indicators,66,Fiji,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,4671.118364,XAM,Data from UNSD AMA
MK,Macro Indicators,66,Fiji,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,520.13295,XAM,Data from UNSD AMA
MK,Macro Indicators,67,Finland,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,238502.9003,XAM,Data from UNSD AMA
MK,Macro Indicators,67,Finland,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,5487.618619,XAM,Data from UNSD AMA
MK,Macro Indicators,68,France,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,2465453.975,XAM,Data from UNSD AMA
MK,Macro Indicators,68,France,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,36158.99315,XAM,Data from UNSD AMA
MK,Macro Indicators,70,French Polynesia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,5417.934151,XAM,Data from UNSD AMA
MK,Macro Indicators,70,French Polynesia,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,154.086513,XAM,Data from UNSD AMA
MK,Macro Indicators,74,Gabon,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,13863.18353,XAM,Data from UNSD AMA
MK,Macro Indicators,74,Gabon,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,532.650536,XAM,Data from UNSD AMA
MK,Macro Indicators,75,Gambia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,985.831536,XAM,Data from UNSD AMA
MK,Macro Indicators,75,Gambia,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,192.073467,XAM,Data from UNSD AMA
MK,Macro Indicators,73,Georgia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,14332.72871,XAM,Data from UNSD AMA
MK,Macro Indicators,73,Georgia,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,1142.148503,XAM,Data from UNSD AMA
MK,Macro Indicators,79,Germany,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,3477796.275,XAM,Data from UNSD AMA
MK,Macro Indicators,79,Germany,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,19238.19049,XAM,Data from UNSD AMA
MK,Macro Indicators,81,Ghana,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,42793.86947,XAM,Data from UNSD AMA
MK,Macro Indicators,81,Ghana,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,7561.853791,XAM,Data from UNSD AMA
MK,Macro Indicators,84,Greece,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,192690.8131,XAM,Data from UNSD AMA
MK,Macro Indicators,84,Greece,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,6661.762706,XAM,Data from UNSD AMA
MK,Macro Indicators,85,Greenland,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,2282.927882,XAM,Data from UNSD AMA
MK,Macro Indicators,85,Greenland,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,280.863462,XAM,Data from UNSD AMA
MK,Macro Indicators,86,Grenada,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1016.208148,XAM,Data from UNSD AMA
MK,Macro Indicators,86,Grenada,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,63.511111,XAM,Data from UNSD AMA
MK,Macro Indicators,89,Guatemala,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,68762.92057,XAM,Data from UNSD AMA
MK,Macro Indicators,89,Guatemala,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,7184.954217,XAM,Data from UNSD AMA
MK,Macro Indicators,90,Guinea,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,8469.590851,XAM,Data from UNSD AMA
MK,Macro Indicators,90,Guinea,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,1524.280884,XAM,Data from UNSD AMA
MK,Macro Indicators,175,Guinea-Bissau,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,1125.188487,XAM,Data from UNSD AMA
MK,Macro Indicators,175,Guinea-Bissau,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,488.253236,XAM,Data from UNSD AMA
MK,Macro Indicators,91,Guyana,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,3436.626633,XAM,Data from UNSD AMA
MK,Macro Indicators,91,Guyana,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,453.86997,XAM,Data from UNSD AMA
MK,Macro Indicators,93,Haiti,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,7647.347306,XAM,Data from UNSD AMA
MK,Macro Indicators,93,Haiti,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,1352.117377,XAM,Data from UNSD AMA
MK,Macro Indicators,95,Honduras,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,21516.91535,XAM,Data from UNSD AMA
MK,Macro Indicators,95,Honduras,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,2630.235789,XAM,Data from UNSD AMA
MK,Macro Indicators,97,Hungary,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,125816.6404,XAM,Data from UNSD AMA
MK,Macro Indicators,97,Hungary,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,4678.76671,XAM,Data from UNSD AMA
MK,Macro Indicators,99,Iceland,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,20269.65997,XAM,Data from UNSD AMA
MK,Macro Indicators,99,Iceland,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,1007.019087,XAM,Data from UNSD AMA
MK,Macro Indicators,100,India,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,2259642.383,XAM,Data from UNSD AMA
MK,Macro Indicators,100,India,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,353014.1286,XAM,Data from UNSD AMA
MK,Macro Indicators,101,Indonesia,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,932259.1776,XAM,Data from UNSD AMA
MK,Macro Indicators,101,Indonesia,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,125410.0403,XAM,Data from UNSD AMA
MK,Macro Indicators,102,Iran (Islamic Republic of),6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,425402.616,XAM,Data from UNSD AMA
MK,Macro Indicators,102,Iran (Islamic Republic of),6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,40997.60795,XAM,Data from UNSD AMA
MK,Macro Indicators,103,Iraq,6110,Value US$,22008,Gross Domestic Product,2016,2016,millions,160021.0015,XAM,Data from UNSD AMA
MK,Macro Indicators,103,Iraq,6110,Value US$,22016,"Value Added (Agriculture, Forestry and Fishing)",2016,2016,millions,7026.463563,XAM,Data from UNSD AMA
